study_hours_daily,attendance_rate,homework_completion,class_participation,assignment_quality,working_memory,critical_thinking,academic_aptitude,time_management,study_consistency,motivation_level,sleep_hours,stress_management,focus_concentration,peer_support,faculty_support,school_resources,age,gender,extracurricular_hours,final_score,performance_level,created_at
7.293018746603236,74.0796405466041,44.402824653027395,6.057786665063411,4.8892572079799095,6.307648946640187,6.087840510594463,61.19308773363767,4.276136011233755,2.6340043073090857,5.779202270547031,9.1,6.538385310283128,4.284785429639756,7.168611542762345,8.371192058995025,6.9145263294525545,22,Female,4,62.2,Low,2025-11-13 17:55:01.021257
7.552853167985335,89.97641278121374,115.01186577187461,1.8137241197063259,5.8129457170893835,7.274527330040161,3.9027747427906827,79.4163484019304,8.81905226470125,6.088037424303057,8.858372125442571,6.738310708337596,4.6595332519868435,2.0,4.175281533503551,4.567876294605133,5.548006660788108,22,Male,5,78.6,High,2025-11-13 17:55:01.021257
6.78116803384931,69.08677213655737,113.12781708744572,3.105032303783919,5.4649646920835435,8.429289028703161,6.126233587270728,65.63694677716207,10.222329150745315,5.453534811305898,5.018956556156665,9.083925318036052,6.496912509910959,8.166910372461267,8.99966638167168,6.5521096713479245,8.262153273699207,19,Female,8,73.7,Medium,2025-11-13 17:55:01.021257
7.184240538524879,58.46246213026826,53.13049361718966,9.241822548601592,2.37647388616002,4.379678493290376,10.190810885670373,96.12422017065057,6.162146855637844,4.9758311936651385,6.383909887821155,8.697686350469922,6.403804922619456,6.854741220188895,9.380344662753702,7.151271106843076,5.331661418902462,22,Female,6,67.4,Medium,2025-11-13 17:55:01.021257
5.23921612119615,80.22573370005,69.61177340301619,4.90530929761851,10.369858563432484,6.442107686202704,8.634888175847431,37.81803754648102,7.74078787029909,7.466669216209494,6.491491584242325,7.067164266233216,7.087292021366537,5.721142833723163,6.538438915746687,6.028856700717678,4.442008020122644,18,Female,6,75.2,High,2025-11-13 17:55:01.021257
2.4174198005001517,73.08766372844747,51.206489715606196,6.969193065213659,6.482229406362829,6.219706951008637,10.032216460800717,84.33207450160005,4.894024669911491,7.635670588719197,5.60292425800488,5.101222409940265,5.148255804130802,8.909799212904181,6.418547774445544,6.5012300186152725,4.563203174549744,18,Female,8,64.8,Low,2025-11-13 17:55:01.021257
6.703871851178872,81.42717114580114,67.3472025312599,6.2254108887254,8.499339997625613,5.2839826410364985,7.428292977804751,58.229073873813434,6.898312153413495,9.916625622763394,5.03552759669347,5.467190857051693,6.748728086075216,8.269355637386969,6.018964558377155,4.117777902765391,4.148503999543577,18,Male,4,76.1,High,2025-11-13 17:55:01.021257
3.859291350054131,67.37599044113534,52.62099394753564,6.282662653545708,6.36957317504656,7.846141301306451,5.001110683864375,65.72667740889094,5.61980707055473,2.924461580613813,7.517772756171897,3.8582106589395853,6.066106326763929,4.383569651549672,2.242218373036451,5.464200083625821,4.323208959067997,24,Male,2,64.6,Low,2025-11-13 17:55:01.021257
4.735383147660163,55.542539259851424,59.2537094468114,8.112099117046174,7.761376022742763,6.843341140618446,3.4766965108036083,81.58251751003732,9.788976090830289,6.912049003472856,5.473102790425257,8.287605560577722,6.157441134025372,6.107179208444153,5.971277840927447,6.527999238218778,6.812793717174918,21,Male,6,70.9,Medium,2025-11-13 17:55:01.021257
1.9659382874160234,110.97334530178901,63.68524564121999,8.049224060584045,6.73535421750563,9.027434439683253,10.38223953221917,54.14525481939405,6.19703661236866,5.8755390979801465,9.524016031569609,5.67912673510241,5.690952950197256,3.4872652457159443,4.576148277310078,4.45616490859153,6.361984144664451,22,Female,7,81.8,High,2025-11-13 17:55:01.021257
3.6024543799056175,58.79549804876095,47.37556909459764,9.727801288090241,8.552992105748682,8.414127818301631,5.180331839530515,89.06063364293624,7.6939103037731975,4.882687976946317,5.75653533921041,3.320594175115745,5.258782412738957,5.811140652908496,5.4670558470164785,8.014114106878397,6.384581326470756,20,Male,3,69.5,Medium,2025-11-13 17:55:01.021257
5.036697425490411,53.89505815654789,59.14215706771121,3.994738662644684,6.0,6.031909972418519,7.360122866608864,72.97135127030258,6.902329418446895,6.025673271157608,2.963744215419208,7.862323367180794,6.644822255998534,5.715460448823746,4.760960360544087,6.556761066417437,5.067783995201526,23,Female,8,68.7,Medium,2025-11-13 17:55:01.021257
1.3237456552796387,90.01491353556644,92.32947041711776,6.3,6.772982592066103,10.567351947893844,6.65516620475614,47.82303361321081,7.564315693720726,7.402932356571837,8.399999999999999,5.509859398338641,5.92381201033113,6.755560804081443,7.803501536536046,3.73116051933157,5.344012738539327,22,Female,3,76.9,High,2025-11-13 17:55:01.021257
4.142200085014425,74.37343705865256,123.5,2.3778946508417222,6.288261329199184,4.492636745997546,2.0655705656684296,72.88602963434697,2.5108647656392318,5.625189029484976,4.297794985593536,6.7556942785711325,6.3332805327320525,4.148817029028287,4.581592633278019,7.2968856336443215,5.881774383044464,20,Male,3,64.6,Low,2025-11-13 17:55:01.021257
3.6355683791809033,64.74947992391853,76.0024866230461,9.818765045314299,4.830119268665087,6.073331068956306,3.93478047526634,29.679418575330004,10.134298522254328,6.638191506139911,7.265861922962255,4.98793123714566,9.372053035846166,7.573591775444879,5.345643391260856,6.832035941894301,7.583328407498238,21,Female,5,72.5,Medium,2025-11-13 17:55:01.021257
2.4248059942581066,97.73511362756628,76.53202845271541,7.745348348050005,2.0,4.628963941718658,6.539512472141368,60.39580328905707,5.663999232222542,5.164279954360157,8.9532848202028,8.34510928241078,5.351639352095401,3.819914764678085,6.140476021003268,8.53905944223889,7.067068718534774,19,Male,4,67.2,Medium,2025-11-13 17:55:01.021257
4.068254514052019,112.0,66.5,6.011268729622319,6.137406005139208,5.697125459410605,4.077524278105976,91.95490259805999,2.7343163560169232,5.107549808481803,6.07328877114764,7.096116268786516,6.489261131536764,5.032136012808004,6.8826698595543725,5.101334285987359,6.182803862782601,24,Female,8,73.1,Medium,2025-11-13 17:55:01.021257
3.116109765549984,90.5654888730029,42.76201502072527,6.597375319695971,11.5853652550698,7.036856309431127,5.492842867089719,42.0,6.090102775469404,5.993952125906652,7.163991982650691,8.364419034919854,6.267383610716269,9.274921471355213,9.154946074658886,8.749719810518265,6.346489012501806,19,Female,1,76.7,High,2025-11-13 17:55:01.021257
8.084264828521318,81.51250615716489,57.16529749656633,6.7748628797374115,6.2545212440307765,9.71068741234739,6.436988812290491,76.22498026054993,4.255340021522094,2.7646360568422113,7.25002319140973,5.646098524189336,4.256655752566294,5.649347688866566,7.440400807471502,7.088832816505387,8.775127079197503,22,Female,6,75.2,High,2025-11-13 17:55:01.021257
1.695996928531338,81.93015617429526,86.79067076181926,2.941264737427924,7.915858007071973,7.8826457807114085,6.859885393602951,61.71864770968672,5.382342311665949,4.05581939806538,5.991380440563024,8.886756818671294,5.265849535539186,6.790674432946559,6.1486416633721515,6.34452313443139,4.4360755207192115,21,Male,2,66.5,Medium,2025-11-13 17:55:01.021257
3.611755331705705,88.2505700813343,84.79614390505691,7.099194675783409,5.513603496224619,2.5019453867324533,8.537091332927229,70.5774580338874,8.167992891039944,6.07210508376417,4.010263679172857,4.400205415124565,6.828488064363163,5.305353060993749,5.931592681764765,7.255452023653564,6.743206781144833,22,Female,5,77.1,High,2025-11-13 17:55:01.021257
5.275553913399357,89.49917513034255,46.96129968190266,7.578119033819274,6.609093784522245,3.684036713041232,7.743541536069355,78.01784275256088,4.475522020773016,6.936293848421268,6.0,6.755465859425682,6.661328405178355,7.907035972830302,3.355668784465854,4.168701305182818,7.4828049052468,20,Female,2,73.1,Medium,2025-11-13 17:55:01.021257
1.881494014993686,106.83459840929982,72.98935182110417,5.735508740140794,9.522647986638262,8.752999990439287,9.661839749218451,83.71226373009934,3.85383014042581,6.55287375602562,7.336215267692938,6.80345438611806,8.924683773805157,5.030191542174823,6.41901408440123,8.126214072622497,3.8888923256952626,24,Male,6,79.0,High,2025-11-13 17:55:01.021257
2.946294464042732,86.06392724699478,62.20371303956475,6.619934230292159,4.626507865941691,8.295208774391318,6.511623395831355,67.82916361971684,4.940319580113574,10.4,10.368122800969545,7.380720569118328,6.125235875677267,5.043956986975348,10.22765162769372,8.214008595430109,6.019007784962812,22,Male,1,71.2,Medium,2025-11-13 17:55:01.021257
3.008757837978686,72.2339188593495,56.38791406386685,8.268459483440965,6.428045710381437,8.631248254414514,11.282347758158467,60.28905109864741,4.43404870942978,5.550655857589219,4.733926640185321,4.83956112019286,4.477822101413758,2.0,9.802703823904544,6.918928556224134,4.64817395629643,19,Female,5,65.6,Medium,2025-11-13 17:55:01.021257
1.6476357821945582,85.075766356048,68.8938678993413,6.224203485037772,8.26983048579933,6.18221453007017,7.061119569858913,92.21747572380494,3.5999999999999996,6.9217363470899,3.8699163001118158,7.628305595838555,4.241865969102024,3.9144828751512173,9.282499440531074,6.660164409921053,5.679111792360634,18,Female,3,66.4,Medium,2025-11-13 17:55:01.021257
2.1215617292564466,94.03888654058865,48.700762850169816,3.798373979457305,4.188440920134467,7.532773441690546,7.496485304403465,73.37138459775788,6.262274328736268,4.83573838681345,5.443266227282512,6.008912610554883,9.284012148993892,3.4920875917275116,7.653908157945195,6.914034323672449,7.187317742765945,21,Female,7,55.6,Low,2025-11-13 17:55:01.021257
1.9929505170466641,89.11802201567237,76.5248684886448,5.638188792359847,3.036988846453537,5.9910517248487185,3.7706673820680483,57.01294507748971,7.643382169883101,6.305644514877797,3.834449103964421,5.8005660022037615,7.05777359689375,3.4256773195368093,5.482469206660903,6.7284317095890245,6.3015692070507505,20,Male,3,58.7,Low,2025-11-13 17:55:01.021257
7.320069153791144,66.18896460533075,85.4674108560354,4.114908105252825,6.311460314052018,9.849411397314103,5.651692487426594,51.61322528081833,8.408275100430384,6.148328765893917,7.930443615210468,3.965886560761615,5.690862300817729,6.575870067553645,5.674388626593551,8.537629202078268,7.439504424673769,18,Female,6,69.1,Medium,2025-11-13 17:55:01.021257
3.7749379543054293,78.80651716787078,53.76540082986571,4.940333854069969,8.909201241862778,5.043349127946104,10.480472414819875,45.24342898220861,7.387921989321773,4.9373212961192445,5.331065005762786,8.35073826046723,5.6,5.586362301008146,5.737817747060472,5.256314728111343,7.499516916335424,19,Male,2,64.5,Low,2025-11-13 17:55:01.021257
3.969943484016415,99.17389710997536,29.11795459444725,7.187143291672908,9.013641829923845,4.552050428654659,3.5999999999999996,86.04050399928913,3.5999999999999996,5.536716874308609,3.7669165226776262,6.25036196531277,3.5187875367987793,5.6,6.335502558021171,7.7298394643523265,5.38652324621177,19,Female,2,67.1,Medium,2025-11-13 17:55:01.021257
8.507092372531199,72.8319771896095,92.27955775604785,2.997772265758383,7.310846234645727,7.1838561851417735,3.1541182084017034,88.64433742373666,6.152639230920074,5.7481413533627075,3.808089257187109,6.223453566768655,3.147172636917268,4.679001963439055,3.9543528490445623,3.0994713752320733,6.2407075951079305,23,Female,4,72.4,Medium,2025-11-13 17:55:01.021257
1.6019315984067524,85.97134940421317,75.94987227201884,8.994129543053301,9.999579173286003,4.598566899322455,2.5389283912223712,74.36343200877295,5.985449457853545,6.659712770671762,3.338790643606621,6.74510844610836,5.35238522595778,5.0771753373483115,6.577676325251691,8.74378619935216,6.861305646780495,22,Female,4,77.2,High,2025-11-13 17:55:01.021257
8.042781467148583,106.84885885377618,64.0248587682947,7.564033083515589,2.6153845987707505,9.177471601192012,3.5999999999999996,62.59695921278747,5.142752103619003,9.02369740178418,8.135836490856516,7.474858893060602,6.728718616785058,6.409859802826184,6.0379916628330035,9.519701259785428,4.551370221636018,23,Male,4,73.7,Medium,2025-11-13 17:55:01.021257
4.056041730490545,83.66191434298224,56.75395116590539,4.069918575683302,2.988686676132017,10.58020550236243,6.440699676978321,81.27159283576559,7.372856251240731,6.219875831746267,5.1106901753376635,5.399328507007398,5.799282539953908,6.124381734947125,5.960762776981602,5.424111441449323,8.418531565377888,21,Male,4,62.7,Low,2025-11-13 17:55:01.021257
1.9953557192160922,82.97748833401496,61.10653162108804,1.7026308900524194,7.736766724359988,7.061532690080776,3.1986477186530546,108.95151903793081,6.277257085316138,4.151306587056205,4.595794507345357,7.719251259318613,6.180821331555215,7.585488046198424,6.725868523884506,5.639633624655082,7.071811749634148,22,Female,5,61.8,Low,2025-11-13 17:55:01.021257
4.963107549735053,85.53250892544325,64.49031254733079,2.3648858641819968,8.842504503310607,6.443465741398135,9.574598763499337,66.8267358375349,2.95552349938884,4.001608123467667,5.3319632317307235,4.616035806882346,5.250759809198969,5.880657297355793,4.2274908944795335,6.786232947610394,7.813879627955651,24,Male,7,63.8,Low,2025-11-13 17:55:01.021257
2.8326759588117656,48.0,73.71018959769214,7.113109825409056,6.395896115772967,6.257082413637814,6.780575982930515,36.935721747765136,4.262179550596597,7.919201278097996,5.866821032601686,5.712223450124291,5.695407114392591,9.75593451945493,8.64099479451326,6.269232068805011,7.442626122925824,24,Female,4,61.3,Low,2025-11-13 17:55:01.021257
4.098563845427589,39.14875482604619,43.58223536330341,8.971806398006386,5.458339862609987,9.924003359734641,4.381854630828116,59.18844670978727,3.839767198048599,2.0,6.133852163695872,6.251606501167351,7.339273313384771,7.24032038630605,5.809628061612107,8.582375421382737,6.3277916607641265,21,Female,0,54.0,Low,2025-11-13 17:55:01.021257
3.0639095791525124,86.04616384317433,75.389812922428,9.652442170179182,2.646580198142622,6.766221080820333,9.312361554228529,70.69931282458892,9.4958175962227,7.411968077585729,8.899809988848705,9.278516115120855,7.323998705243108,4.626935472311804,6.079987379067673,7.637679896664103,5.892809763950985,24,Male,6,74.2,Medium,2025-11-13 17:55:01.021257
4.089098081472042,91.40009561956242,50.81671689282646,6.501990125409515,10.614112382834554,6.338831299281265,3.2271036999839966,70.87000818454683,2.0192927499931312,2.536130843023144,6.26184638943862,6.641555942527353,5.516184349145424,4.728671432292473,6.751910852170312,6.743032464143365,7.106022212309878,21,Male,5,67.9,Medium,2025-11-13 17:55:01.021257
3.887699952875731,88.96240728402287,82.38708369921432,4.189989525743163,6.616635204575726,6.571057962475182,6.628835388876337,61.7761371434288,5.534251537170865,8.477981359423882,4.4798275794647955,8.60955536612002,3.9614572649623243,5.389380117417204,6.155385572678787,6.607703861596066,8.013245614734501,19,Male,8,71.3,Medium,2025-11-13 17:55:01.021257
1.6201484412598566,70.92084350034638,82.57340868516225,3.1443135531130726,4.588803273897318,2.9299677439869036,9.045053778041545,68.08905821406799,6.3063837344069,7.282552880060237,4.8439194278729,7.319494242089211,8.34905217735759,10.321696690614736,8.049595788806496,6.51517098750039,6.052317024994432,18,Female,4,66.2,Medium,2025-11-13 17:55:01.021257
5.128745903797016,54.339435178589355,91.5445064330936,4.78772888513744,5.859124482618565,8.628349199182153,7.698190475523457,81.2708667585811,3.3292722400298755,8.399999999999999,4.816101835402652,8.92491818731893,5.798214448379108,6.256632054758663,8.304434343286372,8.445772444574528,5.749013914394489,22,Female,4,67.2,Medium,2025-11-13 17:55:01.021257
4.554334898425289,69.0521251117561,57.18147092543053,6.879437972183133,9.245928637423301,7.846283983172012,3.677222896583194,71.81207320728149,3.9922358381157688,5.463687464793398,8.099129156539643,7.045497859831061,5.271525054905068,8.93016508068563,6.092507094045287,8.966402223873601,6.260611490770438,23,Female,7,70.1,Medium,2025-11-13 17:55:01.021257
4.7822524397489605,78.22181480019763,71.87068141913778,6.577744926975769,8.551203346877578,8.836379140933822,6.982017009632296,75.89700797735571,5.52606696539535,8.768768297110567,4.265437246061633,5.24061936860197,7.927492231330771,8.182215218038946,2.0,5.060216181008638,7.856364446786582,24,Male,4,69.8,Medium,2025-11-13 17:55:01.021257
2.2688149514749396,58.974977804266715,96.02596516858429,8.391934503133665,6.495438066933217,9.053082452357351,6.960086655251111,38.880608746505004,6.970983577292547,6.0884252819618645,5.630511857189616,8.843079666426387,4.90868586726614,7.6435838258147495,6.452598784283283,8.943616394894986,5.015986040723912,21,Female,6,70.8,Medium,2025-11-13 17:55:01.021257
3.685176115224217,76.50161373001905,69.17137006192237,3.602055988154715,6.489035266932117,7.862494480020726,3.957764555859968,74.09474897222658,4.08352859111116,7.304880221672255,8.628680648903067,7.139249826814848,6.3001040441338265,5.443956804926609,8.69873407753581,6.633875727247171,6.463372402778094,19,Female,4,63.1,Low,2025-11-13 17:55:01.021257
4.4564903977756245,77.96546245000185,58.51189318032062,5.026880130433414,3.3052226247431467,9.147230634801065,7.323351947303712,43.442761501931116,8.107041351284959,9.088885323295319,7.009487275137104,5.880647161528569,6.29448226451815,6.359442395233837,5.75566239231519,7.006410384030257,4.8920971772867246,20,Male,12,64.7,Low,2025-11-13 17:55:01.021257
2.2889892618197787,66.26854349165397,97.44151457258636,8.282196962106264,7.095837297763107,7.584246554945626,6.087945218517998,80.49660738590431,6.683586115050811,5.194834738025299,9.708395933610213,8.71195437125862,5.254868467035487,7.513654073133366,10.101793575336547,6.385517375026894,8.902411588845794,19,Female,6,75.9,High,2025-11-13 17:55:01.021257
5.189796924268742,70.02213461919467,78.64688484125134,5.471929472352094,4.640339554826678,6.577094987952953,3.074308547395079,69.3014133790769,6.0,8.582249019225868,10.476645409314557,6.043478176981842,5.234605077691583,6.160094871572329,5.7243781463471715,7.420964643652396,6.063233855234378,22,Female,5,69.0,Medium,2025-11-13 17:55:01.021257
3.982906164521251,80.10477852487263,69.38206195264914,6.330801691243425,5.820286697809689,7.153555140062373,4.3919593299593185,75.48229877383649,5.05123554815538,4.516524961442069,9.866072495941742,5.696283922860287,2.7220334708101213,4.983858807469609,6.9693342943606025,6.792255379309475,5.8123565899120155,24,Female,5,71.2,Medium,2025-11-13 17:55:01.021257
9.577545741453038,90.1074737441026,80.9818804291274,5.590675766499953,5.973961999498799,5.295878923648296,8.149544944421027,71.47347839934122,5.900475228243889,6.395573491439312,6.0,5.992900102773213,5.725793133961527,7.556794477987075,3.6919709710860995,8.528810179003319,7.989631913967969,20,Female,5,82.2,High,2025-11-13 17:55:01.021257
4.545641652570096,95.9226826425377,90.40050906621535,9.953042499865063,6.673576360996204,7.598806048748627,3.6379273096520817,55.758159729245854,10.4,5.145338675941646,8.96274950832796,8.137244908274168,4.914783207146825,7.518138064925468,5.7044652683923385,8.61273340176091,5.587176900201146,24,Female,5,85.3,Excellent,2025-11-13 17:55:01.021257
4.107437197798235,78.50682498943007,88.16595532821103,7.697064807228393,7.910542177666418,6.043102321433347,2.8908474104714825,49.4601400825933,10.005991526894025,5.856116903791637,10.480022779248806,8.685709219458353,2.604822224769027,4.0278958482118306,3.9753445130642966,7.282934884178171,7.991356986011353,18,Female,8,76.2,High,2025-11-13 17:55:01.021257
4.224807400225445,65.05196734749843,100.73137585162765,6.021390454719941,8.7477446592025,8.24605416041073,8.639497747299268,59.79344879949213,2.0,4.662575506194635,4.848476093785356,9.010079335199686,5.878043289467707,7.918789316450592,7.181344074189995,8.495402314823604,6.078013406589243,23,Female,4,76.5,High,2025-11-13 17:55:01.021257
8.506789924062497,78.4916948677616,103.8365093576955,7.55211224995554,4.898422121594359,3.8414531621554557,5.943704824687018,60.17396324639469,3.7836169985019326,8.080456741190904,8.106519844250872,8.183886113097458,4.8690936743036435,9.377386562211258,7.409521293386741,8.03758555331186,3.954523209638473,19,Female,5,82.6,High,2025-11-13 17:55:01.021257
4.482549944865874,88.36033226307823,104.79088425210492,5.645797682441069,4.33447270258267,4.0949205949271885,9.728143348491816,79.92073638992157,5.826111269978912,6.568044548381261,2.2639771391735515,4.603912648221859,3.983323180598987,3.9044370103658026,9.294774109730145,3.6766219725496105,7.9437044368063985,24,Female,5,73.9,Medium,2025-11-13 17:55:01.021257
3.7636788718887764,83.46751427396613,77.31322774609525,5.935745217249088,9.135780361209886,4.4105606234561465,4.957693667483926,59.83140925924236,4.848913146269265,4.162812217691516,6.62644484907223,6.5572220103697845,2.0,7.200530222811622,7.881990318684462,6.1528502775215905,4.475942987252266,22,Female,6,71.4,Medium,2025-11-13 17:55:01.021257
9.332192488767703,108.48872230092076,123.5,10.147831451147995,6.311589860726037,8.481510609424609,4.950852615587351,98.0,6.669044352287172,7.763912143899975,10.204358076613861,8.369193716681059,5.873449731527677,4.074433699105102,3.364273706004072,6.589550931725054,5.238931745218493,24,Male,4,98.0,Excellent,2025-11-13 17:55:01.021257
7.61722624194586,78.50225562613814,85.72420030173515,1.5,5.516937108688528,4.080763297729372,7.3046423533868445,78.27464532410761,6.99425622374717,7.2926378254834745,3.2308245656057917,7.698804405519529,6.611908977166898,5.591134441423217,3.5999999999999996,5.308174775057872,7.1017015697339225,23,Female,5,67.0,Medium,2025-11-13 17:55:01.021257
2.7034673729458754,97.51885997131626,58.49498220745129,8.456647028187762,3.300333882333281,6.0658433332139765,5.683134086144303,72.27277556060129,4.3009905735504965,7.5654980715760445,7.444373915606167,8.508272390728099,4.35092563417568,5.114158609546858,3.3348547339209245,7.347996259836544,3.4770562797569333,24,Female,9,68.5,Medium,2025-11-13 17:55:01.021257
1.7234550915429339,104.22849177152774,35.00652717915269,7.607275346926989,2.653841475248915,5.441191758685697,6.275407600062057,49.20094009668981,7.399209598634592,4.729578796329672,3.652386534112961,3.9,9.115716668480983,5.126717693070859,9.127117737020129,8.9855527022077,2.628487256557678,24,Female,5,60.2,Low,2025-11-13 17:55:01.021257
8.995296596398985,73.40127888240148,120.4023378987419,6.3797361102986585,7.1722384267419415,6.1581853121443775,10.209807690910988,71.5055384129476,8.744696987489199,3.740564311707642,4.336561119345624,7.066416644382712,8.87539061361179,8.399999999999999,7.922118797547272,5.224251618647794,2.0,24,Male,4,91.4,Excellent,2025-11-13 17:55:01.021257
4.640327620182146,53.41470417315213,84.34651786214758,6.608192293653381,5.582069474708605,5.950433137461885,8.197740037276168,95.49447842576373,3.0145753613670196,6.722817299711893,4.349862146228534,3.9,2.023494253537402,3.7794012031699427,3.802607943009764,5.980331911465672,6.926020845922787,21,Female,9,67.0,Medium,2025-11-13 17:55:01.021257
6.651789837524989,70.8188813774381,75.36953328314924,7.418682262825993,9.596644569932096,5.494280396504596,8.875477886169046,86.93567839164076,4.524917676744212,4.8774026094487635,6.805694310158434,2.75,4.8275576238394295,6.859930840699997,6.557391164826646,5.055488284137055,5.775590071307632,24,Female,4,76.0,High,2025-11-13 17:55:01.021257
6.865809878095528,91.10965384067818,93.47666349935812,9.563789047101857,3.9175133887716904,6.268869661344264,9.069921457150027,91.50859786417695,5.580759332948834,7.503055022309782,4.871375764477616,7.588284055965866,8.306618246348684,3.1050526066769026,7.150487576531627,9.784920378532846,8.8935253844496,24,Male,3,90.6,Excellent,2025-11-13 17:55:01.021257
3.3188748525917493,32.5,104.90948305786597,2.299818561224708,4.750782342118519,8.769562066388554,8.611287809128415,75.16843205359505,5.288220161823064,4.008142590621733,8.290696496500106,7.709792504015982,6.150761692492334,6.342095892997881,3.547902986485686,8.332406289111189,5.977870136018014,22,Male,3,60.9,Low,2025-11-13 17:55:01.021257
4.027221928857785,102.70340097082443,102.97032183414947,5.315278633814021,6.2281987552006814,7.5520470383362,3.7841808777931174,97.32876206898204,5.895748579283072,3.3075166330895156,10.551585167202584,6.288350675361858,5.926577706139246,7.511775191337485,4.360237708886714,5.652300118504535,4.381248336044871,23,Female,3,77.6,High,2025-11-13 17:55:01.021257
4.393615078394239,69.95935995609483,64.59521485312608,6.975385005273445,7.228156871499678,10.620188970525632,9.131021992914567,65.49966525336733,5.39723552248882,3.815244373549495,9.42261404334798,5.096871363671836,8.640538082714288,4.481094287416546,4.008063210440265,6.629326683252636,6.715028344278637,19,Female,6,69.4,Medium,2025-11-13 17:55:01.021257
7.2239383694967705,77.62843377851007,87.79876026870546,7.5660979105661,6.142985001606999,5.547175942227288,10.518522571668425,79.02020548669425,10.4,6.193642247413705,9.119778301160956,7.540799609526872,4.606393090303168,7.6652229193878725,5.730555373605194,6.297469867123857,7.446606871036037,22,Male,4,85.3,Excellent,2025-11-13 17:55:01.021257
4.652589770031438,97.91836975126732,95.81170085059541,6.600220105841909,11.108716708894995,5.189272220041129,8.073534501757885,30.875167728153503,9.488934116795697,5.471831821530707,6.70215676828769,6.983331124272208,4.562065164226832,6.855819340418629,6.531669081792131,5.349210101113529,5.048893672116204,19,Female,4,81.1,High,2025-11-13 17:55:01.021257
